Арматура (А 500 С14мм)|м|60.000
Арматура (А 500 С16мм)|м|24.000
Лист оцинкованный 0,4мм 1,25 x 2,5м|шт|10.000
Лист оцинкованный 0,45мм 1,25 x 2,5м|шт|5.000
Профнастил СП - 8 (3м х 1,2м RAL 6005 (0,4мм))|шт|10.000
Профнастил СП - 8 (3м х 1,2м ЦИНК (0,4мм.))|шт|20.000
Профнастил СП -20 (0,4) (RAL 6005 зеленый мох 0,4 1,15 х 3м)|шт|15.000
Профнастил СП -20 (0,4) (RAL 8017 шоколад 0,4 1,15 х 3м)|шт|15.000
Профнастил СП -20 (0,4) (RAL 3005 красное вино 0,4 1,15 х 3м)|шт|15.000
Профнастил СП -20 (0,4) (RAL 8017 шоколад 0,4 1,15 х 2м)|шт|20.000
Профнастил СП -20 (0,4) (RAL 8017 шоколад 0,4 1,15 х 6м)|шт|6.000
Профнастил СП -20 (0,4) (Оцинк. 0,4 1,15 х 3м.)|шт|20.000
Профнастил СП -20 (0,4) (Оцинк.0,4 1,15 х 2м)|шт|30.000
Профнастил СП -20 (RAL 3005 красное вино 0,45 х 1,15 х 2м)|шт|15.000
Профнастил СП -20 (RAL 3005 красное вино 0,45 х 1,15 х 3м)|шт|10.000
Профнастил СП -20 (RAL 8017 шоколад 0,45 х 1,15 х 3м)|шт|10.000

%%%%%%%%%%%%%%%%%%%%% 12

Труба стальная 159*4 (6метров)|шт|2
Труба стальная электросварная d=133х4,5 мм. 6 метров ГОСТ 10704-91|шт|10
Уголок стальной 50х50х4 мм. ГОСТ 8509-93 (резка по 6м)|м|50
Полоса стальная 40х4|м|15

%%%%%%%%%%%%%%%%%%%%% 13

Арматура А500С 12|тн|16
Арматура А500С 16|тн|4.1

%%%%%%%%%%%%%%%%%%%%% 14

Уголок 35х4 Ст3пс|тн|1.3

%%%%%%%%%%%%%%%%%%%%% 15

Швеллер 8П|шт|5
Балка 25Б1|шт|1
Труба проф. 60*40*2|шт|109
Труба проф. 40*20*2|шт|84
Арматура 12|м|480
Сетка Сварная 150х150х4|м2|66
Лист ПВЛ 408 1.2м 2.5м ПВ2 ст3пс5/сп5 2,500|шт|8
Листы ст3 0,8х1250х2500|шт|4
Листы ст3 1,5х1250х2500|шт|25
Листы ст3 4х1500х3000|шт|3
Лист 3 09г2с|шт|2
Лист 4 09г2с|шт|14
Профнастил С8 окраш RAL (8017) длина 2 м|шт|159
Проф трубы 40*20*1,5 (по 6 метров)|шт|61
Проф трубы 60*60*2 (по 6 метров)|шт|32

%%%%%%%%%%%%%%%%%%%%% 16

Уголок 100x100|шт|1
Уголок 100x100|шт|1
Уголок 100x63|шт|1
Уголок 110x110|шт|1
Уголок 125x125|шт|1
Уголок 125x125|шт|1
Уголок 140x140|шт|1
Уголок 160x100|шт|1
Уголок 160x160|шт|1
Уголок 180x180|шт|1
Уголок 200x125|шт|1
Уголок 25x25|шт|1
Уголок 25x25|шт|1
Уголок 32x32|шт|1
Уголок 32x32|шт|1
Уголок 35x35|шт|1
Уголок 40x40|шт|1
Уголок 40x40|шт|1
Уголок 40x40|шт|1
Уголок 45x45|шт|1
Уголок 45x45|шт|1
Уголок 45x45|шт|1
Уголок 50x50|шт|1
Уголок 50x50|шт|1
Уголок 50x50|шт|1
Уголок 50x50|шт|1
Уголок 50x50|шт|1
Уголок 50x50|шт|1
Уголок 63x40|шт|1
Уголок 63x40|шт|1
Уголок 63x63|шт|1
Уголок 63x63|шт|1
Уголок 63x63|шт|1
Уголок 70x70|шт|1
Уголок 70x70|шт|1
Уголок 70x70|шт|1
Уголок 75x50|шт|1
Уголок 75x75|шт|1
Уголок 75x75|шт|1
Уголок 75x75|шт|1
Уголок 80x80|шт|1
Уголок 80x80|шт|1
Уголок 90x90|шт|1
Уголок 90x90|шт|1
Уголок 90x90|шт|1
Уголок 90x90|шт|1
Уголок НЛГ 110x110|шт|1
Уголок НЛГ 125x125|шт|1
Уголок НЛГ 125x125|шт|1
Уголок НЛГ 125x80|шт|1
Уголок НЛГ 160x100|шт|1
Уголок НЛГ 160x160|шт|1
Уголок НЛГ 25x25|шт|1
Уголок НЛГ 40x40|шт|1
Уголок НЛГ 50x50|шт|1
Уголок НЛГ 75x75|шт|1

%%%%%%%%%%%%%%%%%%%%% 17

Полоса 8 50 ст3пс/сп|шт|9
Уголок металлический 50x50x5 6м ст3пс5/сп5|шт|42
Проволока вязальная 3мм|кг|150
Арматура Ф 16мм 510 шт по 12м|шт|510
Проволока вязальная|кг|150
Швеллер г/к 20П|кг|450
Швеллер г/к 10П|кг|80
Швеллер 16П|кг|750
Труба 100х100х5|кг|800
Труба 40Х60Х4|кг|620
Труба 40х40х4|кг|100
Труба 20х20х2|кг|50
Труба 50х50х5|кг|3500
Уголок 40х40х4|кг|250
Уголок 50х50х5|кг|50
Уголок 50х50х4|кг|150
Арматура А500 10|кг|130
Арматура А400 10|кг|40

%%%%%%%%%%%%%%%%%%%%% 18

Прокат оцинкованный с полимерным покрытием, рал 9003, 0,7мм|кг|250
Лист оцинкованный 1,25х2,5м, 1мм|шт|40

%%%%%%%%%%%%%%%%%%%%% 19

Лист гк 14 – 1,5*3|шт|5
Лист Г/К 12 1500 х 6000|м2|35
Лист ХК 5|тн|5
Лист х/к 3 – 1,25х2,2|шт|100
Лист оц 1,5|пд|2
Лист ОЦ 0,5 1,25х2,5|шт|250
Лист 18|шт|2
Лист 14 – 1500 х 6000|шт|1

%%%%%%%%%%%%%%%%%%%%% 20

Труба ф159*7|м|52

%%%%%%%%%%%%%%%%%%%%% 21

Труба 100х100|м|110
Уголок 45й|м|50
Труба 50х50|м|10
Труба 50х20|м|20
Просечной лист 2х7 м|шт|1
Лист 1250*2500 4мм|шт|7

%%%%%%%%%%%%%%%%%%%%% 22

Лист холоднокатаный 1.5 мм 1.25м x 2.5м ПВ НЛМК|тн|48
Лист холоднокатаный 1.5 мм 1.25м x 2.5м АТ ПО ММК|тн|32
Лист холоднокатаный 1.4 мм 1.25м x 2.5м АТ ПО ММК|тн|8
Лист оцинкованный 1.5 мм 1.25м x 2.5м ZN140|тн|10
Лист холоднокатаный 1.2 мм 1.25м x 2.5м АТ ПО ММК|тн|53
Лист холоднокатаный 1.2 мм 1.25м x 2.5м ПВ НЛМК|тн|40
Лист холоднокатаный 1.4 мм 1.25м x 2.5м ПВ НЛМК|тн|20
Лист холоднокатаный 1.8 мм 1.25м x 2.5м АТ ПО ММК|тн|30
Лист холоднокатаный 1.5 мм 1.25м x 2.5м АТ ПО ММК|тн|30

%%%%%%%%%%%%%%%%%%%%% 23

Лист цинк 1х1250х2500|шт|36

%%%%%%%%%%%%%%%%%%%%% 24

Арматура ø10 А240 в прутках (L=11,7м) ГОСТ 34028-2016/ГОСТ 5781-82|шт|1

%%%%%%%%%%%%%%%%%%%%% 25

Арматура 10 11.7м А-III 25Г2С 5781-82|шт|1
Арматура 10 11.7м А-III 35ГС 5781-82|шт|1
Арматура 6 3м А500 С 34028-16|шт|1
Арматура 10 6м А-III 25Г2С 5781-82|шт|1
Арматура 12 11.7м А-III 25Г2С 5781-82|шт|1
Арматура 14 11.7м А-III 25Г2С 5781-82|шт|1
Арматура 16 11.7м А-III 25Г2С 5781-82|шт|1
Арматура 18 11.7м А-III 25Г2С 5781-82|шт|1
Арматура 20 11.7м А-III 25Г2С 5781-82|шт|1
Арматура 8 11.7м А-III 25Г2С 5781-82|шт|1
Арматура 8 11.7м А-III 35ГС 5781-82|шт|1
Арматура 22 11.7м А-III 25Г2С 5781-82|шт|1
Арматура 25 11.7м А-III 25Г2С 5781-82|шт|1
Арматура 28 11.7м А-III 25Г2С 5781-82|шт|1
Арматура 8 6м А-III 25Г2С 5781-82|шт|1
Арматура 12 6.7м А800 34028-16|шт|1
Арматура 10 11.7м А400 34028-16|шт|1
Арматура 12 11.7м А400 34028-16|шт|1
Арматура 14 11.7м А400 34028-16|шт|1
Арматура 16 11.7м А400 34028-16|шт|1
Арматура 20 11.7м А400 34028-16|шт|1
Арматура 22 11.7м А400 34028-16|шт|1
Арматура 25 11.7м А400 34028-16|шт|1
Арматура 28 11.7м А400 34028-16|шт|1
Арматура 32 11.7м А400 34028-16|шт|1
Арматура 10 11.7м А500 С 34028-16|шт|1
Арматура 12 11.7м А500 С 34028-16|шт|1
Арматура 14 11.7м А500 С 34028-16|шт|1
Арматура 16 11.7м А500 С 34028-16|шт|1
Арматура 18 11.7м А500 С 34028-16|шт|1
Арматура 20 11.7м А500 С 34028-16|шт|1
Арматура 22 11.7м А500 С 34028-16|шт|1
Арматура 25 11.7м А500 С 34028-16|шт|1
Арматура 28 11.7м А500 С 34028-16|шт|1
Арматура 32 11.7м А500 С 34028-16|шт|1
Арматура 36 11.7м А500 С 34028-16|шт|1
Арматура 8 11.7м А500 С 34028-16|шт|1
Арматура 10 бухта А500 С 34028-16|шт|1
Арматура 8 бухта А500 С 34028-16|шт|1
Арматура 6 6м А500 С 34028-16|шт|1
Арматура 8 6м А500 С 34028-16|шт|1
Арматура 10 6м А500 С 34028-16|шт|1

%%%%%%%%%%%%%%%%%%%%% 26

Арматура А400 25г2с д14 (возможна Ар А500)|м|80
Арматура А400 25г2с д16 (возможна Ар А500)|м|226
Арматура А400 Д10 (возможна Ар А500)|м|14
Арматура А240 Д6|кг|100

%%%%%%%%%%%%%%%%%%%%% 27

Арматура 10 25г2с|шт|1
Арматура 10 35гс|шт|1
Арматура 6 А500|шт|1
Арматура 10 25г2с|шт|1
Арматура 12 25г2с|шт|1
Арматура 14 25г2с|шт|1
Арматура 16 25г2с|шт|1
Арматура 18 25г2с|шт|1
Арматура 20 25г2с|шт|1
Арматура 8 25г2с|шт|1
Арматура 8 35гс|шт|1
Арматура 22 25г2с|шт|1
Арматура 25 25г2с|шт|1
Арматура 28 25г2с|шт|1
Арматура 8 25г2с|шт|1
Арматура терм. 12|шт|1
Арматура 10 А400|шт|1
Арматура 12 А400|шт|1
Арматура 14 А400|шт|1
Арматура 16 А400|шт|1
Арматура 20 А400|шт|1
Арматура 22 А400|шт|1
Арматура 25 А400|шт|1
Арматура 28 А400|шт|1
Арматура 32 А400|шт|1
Арматура 10 А500|шт|1
Арматура 12 А500|шт|1
Арматура 14 А500|шт|1
Арматура 16 А500|шт|1
Арматура 18 А500|шт|1
Арматура 20 А500|шт|1
Арматура 22 А500|шт|1
Арматура 25 А500|шт|1
Арматура 28 А500|шт|1
Арматура 32 А500|шт|1
Арматура 36 А500|шт|1
Арматура 8 А500|шт|1
Арматура 10 А500 бух.|шт|1
Арматура 8 А500 бух.|шт|1
Арматура 6 А500|шт|1
Арматура 8 А500|шт|1
Арматура 10 А500|шт|1

%%%%%%%%%%%%%%%%%%%%% 28

А 10 А240|шт|1
А 10 А400|шт|2
А 10 А500|шт|3
А 10 А500|шт|10
А 10 А240|шт|20
А 10 А400|шт|30
А 10 А500|шт|100
А 10 А240|шт|200
А 10 А500|шт|300
А 10 А240|кг|150
А 10 А400|тн|1
А 10 А500|тн|2

%%%%%%%%%%%%%%%%%%%%% 29

Труба квадратная 10/10 мм|м|12
Труба профильная 20/40|м|80
Сетка вр4|м2|78
Арматура А3 д8|кг|200
Арматура А3 д8|кг|600
Арматура АIII Д10|кг|100
Арматура АIII Д12|кг|100
Арматура АIII Д8|кг|50
Сетка металлическая ВР4|м2|195

%%%%%%%%%%%%%%%%%%%%% 30

Лист 09Г2С 4мм 0,75х3 м|шт|4
Лист 09Г2С 4мм 0,75х6 м|шт|4
Лист 09Г2С 4мм 1,5х6 м|шт|4

%%%%%%%%%%%%%%%%%%%%% 31

Арматура 10 11.7м|шт|1
Арматура 6 3м|шт|1
Арматура 10 6м|шт|1
Арматура 12 11.7м|шт|1
Арматура 14 11.7м|шт|1
Арматура 16 11.7м|шт|1
Арматура 18 11.7м|шт|1
Арматура 20 11.7м|шт|1
Арматура 8 11.7м|шт|1
Арматура 22 11.7м|шт|1
Арматура 25 11.7м|шт|1
Арматура 28 11.7м|шт|1
Арматура 8 6м|шт|1
Арматура 12 6.7м|шт|1
Арматура 32 11.7м|шт|1
Арматура 32 11.7м|шт|1
Арматура 36 11.7м|шт|1
Арматура 8 11.7м|шт|1
Арматура 6 6м|шт|1
Арматура 8 6м|шт|1

%%%%%%%%%%%%%%%%%%%%% 32

Труба проф. 40*20*2|м|700

%%%%%%%%%%%%%%%%%%%%% 33

Уголок 100x100|шт|1
Уголок 100x63|шт|1
Уголок 110x110|шт|1
Уголок 125x125|шт|1
Уголок 140x140|шт|1
Уголок 160x100|шт|1
Уголок 160x160|шт|1
Уголок 180x180|шт|1
Уголок 200x125|шт|1
Уголок 25x25|шт|1
Уголок 32x32|шт|1
Уголок 35x35|шт|1
Уголок 40x40|шт|1
Уголок 45x45|шт|1
Уголок 50x50|шт|1
Уголок 63x40|шт|1
Уголок 70x70|шт|1
Уголок 75x50|шт|1
Уголок 80x80|шт|1
Уголок 90x90|шт|1

%%%%%%%%%%%%%%%%%%%%% 34

Швеллер 12|тн|0.3
Уголок 63|тн|0.3
Уголок 75|тн|0.5
Труба профильная 40*20*2,5|тн|0.15
Труба профильная 20*20*2,5|тн|0.1
Круг ф20 нерж.|кг|10
Проволока нерж. ф8мм|кг|30

%%%%%%%%%%%%%%%%%%%%% 35

Лист оцинкованный 2500 х 1250|шт|25

%%%%%%%%%%%%%%%%%%%%% 36

Арматура А 500 д 14|тн|2.567
Арматура А 500 д 16|тн|2.889
Арматура А 500 д 18|тн|14
Вязальная проволока 1,2 мм|кг|240

%%%%%%%%%%%%%%%%%%%%% 37

Лист 6 09г2с 1,5х3|шт|7
Лист 8 09г2с 1,5х3|шт|4
Лист 10 09г2с 1,5х3|шт|14
Лист 12 09г2с 1,5х3|шт|2
Лист 20 09г2с 1,5х6|шт|1

%%%%%%%%%%%%%%%%%%%%% 38

арматура 8мм А240 L-273мм|шт|364
арматура 12мм А3 L-5525мм|шт|96
арматура 12мм А3 L-4550мм|шт|108
Проволока вязальная 1,2|кг|10

%%%%%%%%%%%%%%%%%%%%% 39

уголок 50х50х5 ст 09г2с|шт|108
уголок 90х90х8 ст 09г2с|шт|1
труба 120х120х6 ст 3|шт|20
труба 100х50х4 ст 3|шт|1
двутавр 20к1 ст 3|шт|4
труба 20х20х2|шт|5
швеллер 14 ст 3|шт|30
швеллер 30ст 09г2с|шт|3

%%%%%%%%%%%%%%%%%%%%% 40

Арматура А500С 10 мм 34028-2016 11,7м|тн|11
Арматура А500С 12 мм 34028-2016 11,7м|тн|20
Арматура А500С 16 мм 34028-2016 11,7м|тн|50
Арматура А500С 20 мм 34028-2016 11,7м|тн|5
Арматура А500С 25 мм 34028-2016 11,7м|тн|11

%%%%%%%%%%%%%%%%%%%%% 41

Лист 20х2000х6000 Ст09Г2С ГОСТ 19903-2015|тн|3.77
Лист 10х1500х6000 Ст3 ГОСТ 19903-2015|тн|16.00
Круг стальной 16мм Ст3|тн|0.56
Круг стальной 18мм Ст3|тн|0.34
Лист 3х1500х6000 Ст09Г2С ГОСТ 14637-89|тн|4.19
Швеллер стальной №40 Ст3|тн|11.00

%%%%%%%%%%%%%%%%%%%%%
